WP_125638760.1	WP_125638760.1
WP_125638760.1	WP_112452611.1
WP_125638760.1	WP_051805343.1
WP_125638760.1	WP_053694564.1
WP_125638760.1	WP_119095032.1
WP_125638760.1	WP_048480460.1
WP_125638760.1	WP_051696662.1
WP_125638760.1	ATZ23797.1
WP_125638760.1	WP_134070218.1
WP_125638760.1	WP_037634496.1
WP_125638760.1	WP_054226736.1
WP_125638760.1	WP_053788336.1
WP_125638760.1	WP_081522130.1
WP_125638760.1	WP_030386022.1
WP_125638760.1	WP_037687865.1
WP_125638760.1	WP_053684798.1
WP_125638760.1	WP_053704605.1
WP_125638760.1	WP_079406487.1
WP_125638760.1	WP_053177170.1
WP_125638760.1	WP_045948391.1
WP_125638760.1	WP_150517328.1
WP_125638760.1	WP_030767834.1
WP_125638760.1	WP_007267242.1
WP_125638760.1	WP_150493128.1
WP_125638760.1	WP_132759034.1
WP_125638760.1	WP_123511993.1
WP_125638760.1	WP_099888929.1
WP_125638760.1	KIF00658.1
WP_125638760.1	WP_125822951.1
WP_125638760.1	WP_125595141.1
WP_125638760.1	WP_125814993.1
WP_125638760.1	WP_109777919.1
WP_125638760.1	WP_053631000.1
WP_125638760.1	WP_033217791.1
WP_125638760.1	WP_030903075.1
WP_125638760.1	WP_030719984.1
WP_125638760.1	WP_031151317.1
WP_125638760.1	WP_053706264.1
WP_125638760.1	WP_030966328.1
WP_125638760.1	WP_136229587.1
WP_125638760.1	WP_053685607.1
WP_125638760.1	WP_045322395.1
WP_125638760.1	WP_030824477.1
WP_125638760.1	WP_060179799.1
WP_125638760.1	WP_030847861.1
WP_125638760.1	WP_046779477.1
WP_125638760.1	WP_121016650.1
WP_125638760.1	WP_053713458.1
WP_125638760.1	WP_053612476.1
WP_125638760.1	WP_069922498.1
WP_125638760.1	WP_079430318.1
WP_125638760.1	WP_030651740.1
WP_125638760.1	WP_150260102.1
WP_125638760.1	WP_100862623.1
WP_125638760.1	WP_076046341.1
WP_125638760.1	WP_053626046.1
WP_125638760.1	WP_030760473.1
WP_125638760.1	WP_037915397.1
WP_125638760.1	RKT07544.1
WP_125638760.1	RPF44837.1
WP_125638760.1	PKB09475.1
WP_125638760.1	WP_123080808.1
WP_125638760.1	WP_107050576.1
WP_125638760.1	WP_073909456.1
WP_125638760.1	WP_150206690.1
WP_125638760.1	WP_125543204.1
WP_125638760.1	WP_073775881.1
WP_125638760.1	WP_114054808.1
WP_125638760.1	WP_031146400.1
WP_125638760.1	WP_031155836.1
WP_067346104.1	WP_067346104.1
WP_067346104.1	WP_044379657.1
WP_067346104.1	WP_016576796.1
WP_067346104.1	WP_073448924.1
WP_067346104.1	WP_100602818.1
WP_067346104.1	WP_102925793.1
WP_067346104.1	WP_039631785.1
RVW61285.1	RVW61285.1
RVW61285.1	CAN65903.1
RVW61285.1	XP_002282463.1
WP_129811502.1	WP_129811502.1
WP_129811502.1	WP_115069915.1
WP_129811502.1	WP_033947598.1
WP_129811502.1	WP_067411936.1
WP_129811502.1	WP_121841891.1
WP_129811502.1	WP_047138506.1
WP_129811502.1	WP_151169553.1
WP_129811502.1	WP_087775821.1
WP_129811502.1	WP_003947979.1
WP_129811502.1	WP_085478665.1
WP_129811502.1	WP_093845428.1
WP_129811502.1	WP_010637809.1
WP_129811502.1	WP_101276601.1
WP_129811502.1	WP_129811984.1
WP_129811502.1	WP_037842539.1
WP_129811502.1	WP_124287149.1
WP_129811502.1	WP_061404942.1
WP_129811502.1	WP_127452340.1
WP_129811502.1	WP_124272541.1
WP_129811502.1	WP_023419523.1
WP_129811502.1	WP_129845972.1
WP_129811502.1	WP_128462779.1
WP_129811502.1	WP_018894383.1
WP_129811502.1	WP_129819829.1
WP_129811502.1	WP_008405698.1
WP_129811502.1	WP_095711239.1
WP_129811502.1	WP_030696244.1
WP_129811502.1	PJT49236.1
WP_129811502.1	WP_129828985.1
WP_129811502.1	WP_100452782.1
WP_129811502.1	WP_030768106.1
WP_129811502.1	WP_018468086.1
WP_129811502.1	WP_129849977.1
WP_129811502.1	WP_129836370.1
WP_129811502.1	WP_129818016.1
WP_129811502.1	WP_033238650.1
WP_129811502.1	WP_047465394.1
WP_129811502.1	WP_023422827.1
WP_093352793.1	WP_093352793.1
WP_093352793.1	WP_093157185.1
WP_093352793.1	WP_150067361.1
WP_072736348.1	WP_072736348.1
WP_072736348.1	SDH28253.1
PON88092.1	PON88092.1
PON88092.1	PON40839.1
PON88092.1	PON88091.1
PON88092.1	PON40840.1
XP_016539535.1	XP_016539535.1
XP_016539535.1	XP_006346388.1
XP_016539535.1	XP_016539537.1
XP_016539535.1	TMX00488.1
XP_016539535.1	XP_015062099.1
XP_016539535.1	NP_001315561.1
XP_016539535.1	CAA59450.1
XP_016539535.1	XP_016539534.1
XP_016539535.1	XP_019233766.1
XP_016539535.1	Q9AT54.1
XP_016539535.1	AAK28304.1
XP_016539535.1	NP_001312061.1
XP_016539535.1	NP_001313106.1
XP_016539535.1	BAG80550.1
XP_016539535.1	BAG80536.1
XP_016539535.1	ACO44747.1
XP_022189983.1	XP_022189983.1
KEH30901.1	KEH30901.1
KEH30901.1	XP_013456870.2
TXG64263.1	TXG64263.1
TXG64263.1	TXG64264.1
TXG64263.1	TXG64260.1
TXG64263.1	TXG54097.1
TXG64263.1	TXG54094.1
TXG64263.1	TXG64258.1
TYI49286.1	TYI49286.1
TYI49286.1	XP_016744170.1
TYI49286.1	XP_016744168.1
TYI49286.1	KAB1997449.1
TYI49286.1	XP_012436166.1
TYI49286.1	TYI49287.1
TYI49286.1	PPD86817.1
TYI49286.1	XP_012436164.1
TYI49286.1	TYG39569.1
TYI49286.1	PPS01008.1
TYI49286.1	TYJ03379.1
TYI49286.1	XP_017635488.1
TYI49286.1	TYH94191.1
WP_003962229.1	WP_003962229.1
WP_003962229.1	EDY52447.1
WP_030887828.1	WP_030887828.1
WP_030887828.1	KOG85156.1
WP_132904081.1	WP_132904081.1
WP_132904081.1	TCP44714.1
WP_132904081.1	SEC26465.1
WP_132904081.1	WP_111339653.1
WP_132904081.1	WP_018105462.1
WP_132904081.1	WP_075806912.1
WP_132904081.1	WP_136315580.1
WP_132904081.1	WP_136207002.1
WP_132904081.1	WP_026249973.1
WP_132904081.1	WP_018520513.1
WP_132904081.1	WP_093705342.1
WP_132904081.1	WP_143618030.1
WP_132904081.1	WP_147971671.1
WP_132904081.1	WP_075806926.1
XP_017101714.1	XP_017101714.1
XP_017101714.1	XP_017005917.1
