At_73B1_S1	UDP-glucosyl transferase 73B1
At_73B1_S1	RecName: Full=UDP-glycosyltransferase 73B1
At_73B1_S1	AT4g34130/F28A23_110
At_73B1_S1	unknown protein
At_73B1_S1	glycosyltransferase, partial
OAP00589.1	UGT73B1
XP_002867133.1	UDP-glycosyltransferase 73B1
XP_002867133.1	UDP-glucosyl transferase 73B1
XP_010447136.1	PREDICTED: UDP-glycosyltransferase 73B1 isoform X2
XP_010447136.1	PREDICTED: UDP-glycosyltransferase 73B1 isoform X1
XP_010432459.1	PREDICTED: UDP-glycosyltransferase 73B1-like
XP_010437662.1	PREDICTED: UDP-glycosyltransferase 73B1-like
EOA16361.1	hypothetical protein CARUB_v10004508mg
XP_006283463.2	UDP-glycosyltransferase 73B1
XP_013656217.1	UDP-glycosyltransferase 73B1-like
CDY65497.1	BnaCnng47320D
CDY65497.1	unnamed protein product
XP_013622675.1	PREDICTED: UDP-glycosyltransferase 73B1-like
ESQ53723.1	hypothetical protein EUTSA_v10024935mg
XP_024005196.1	UDP-glycosyltransferase 73B1
XP_013653205.1	UDP-glycosyltransferase 73B1
KFK30050.1	hypothetical protein AALP_AA7G210500
XP_009116435.1	PREDICTED: UDP-glycosyltransferase 73B1
XP_009116435.1	PREDICTED: UDP-glycosyltransferase 73B1-like
XP_013603320.1	PREDICTED: UDP-glycosyltransferase 73B1
XP_013603320.1	UDP-glycosyltransferase 73B1 isoform X1
XP_013603320.1	UDP-glycosyltransferase 73B1 isoform X2
XP_013603320.1	unnamed protein product
AID60126.1	UDP-glucosyl transferase 73B1
AID60126.1	hypothetical protein BRARA_A00407
AID60126.1	unnamed protein product
XP_018471905.1	PREDICTED: UDP-glycosyltransferase 73B1-like
XP_018461188.1	PREDICTED: UDP-glycosyltransferase 73B1-like
VDD04670.1	unnamed protein product
XP_009108748.1	PREDICTED: UDP-glycosyltransferase 73B1-like
XP_013656192.1	UDP-glycosyltransferase 73B1-like
XP_013656192.1	hypothetical protein BRARA_H01223
VVB10420.1	unnamed protein product
KFK30049.1	hypothetical protein AALP_AA7G210400
CAA17559.1	glucosyltransferase-like protein
KFK30052.1	hypothetical protein AALP_AA7G210700
EFH43394.1	predicted protein
XP_020875284.1	UDP-glycosyltransferase 73B3
OAO99384.1	UGT73B3
XP_006286265.1	UDP-glycosyltransferase 73B3
XP_006286265.1	hypothetical protein CARUB_v10007840mg
NP_567953.1	UDP-glucosyl transferase 73B3
NP_567953.1	RecName: Full=UDP-glycosyltransferase 73B3; AltName: Full=Flavonol 3-O-glucosyltransferase UGT73B3
NP_567953.1	putative protein
NP_567953.1	glycosyltransferase, partial
XP_010526965.1	PREDICTED: UDP-glucosyl transferase 73B2-like
XP_019088273.1	PREDICTED: UDP-glycosyltransferase 73B3-like
VVB10422.1	unnamed protein product
XP_013656220.1	UDP-glucosyl transferase 73B2-like isoform X2
XP_006412271.1	UDP-glucosyl transferase 73B2
XP_006412271.1	hypothetical protein EUTSA_v10025048mg
XP_009108750.1	PREDICTED: UDP-glucosyl transferase 73B2-like
XP_022555843.1	UDP-glucosyl transferase 73B2-like isoform X1
XP_013627700.1	PREDICTED: UDP-glucosyl transferase 73B2-like
VDD04674.1	unnamed protein product
XP_010447141.1	PREDICTED: UDP-glycosyltransferase 73B3 isoform X2
XP_013735232.1	UDP-glycosyltransferase 73B3 isoform X2
XP_013735232.1	UDP-glycosyltransferase 73B3 isoform X1
XP_013735232.1	unnamed protein product
AID60125.1	UDP-glucosyl transferase 73B2
XP_018461186.1	PREDICTED: UDP-glucosyl transferase 73B2-like
VDD00143.1	unnamed protein product
XP_013617858.1	PREDICTED: UDP-glycosyltransferase 73B3-like
XP_019057398.1	PREDICTED: UDP-glucosyl transferase 73B2-like isoform X2
XP_018508799.1	PREDICTED: UDP-glycosyltransferase 73B3-like isoform X1
XP_018508799.1	PREDICTED: UDP-glycosyltransferase 73B3-like isoform X2
XP_013656196.1	UDP-glucosyl transferase 73B2-like isoform X2
VDC73918.1	unnamed protein product
XP_022545705.1	UDP-glucosyl transferase 73B2-like isoform X1
XP_019089283.1	PREDICTED: UDP-glycosyltransferase 73B3 isoform X3
XP_010530755.1	PREDICTED: UDP-glucosyl transferase 73B2-like isoform X1
XP_002883897.1	UDP-glycosyltransferase 73B5
XP_002883897.1	UDP-glucosyl transferase 73B5
RID50499.1	hypothetical protein BRARA_H01225
XP_006283647.1	UDP-glucosyl transferase 73B2
XP_006283647.1	hypothetical protein CARUB_v10004704mg
XP_018461192.1	PREDICTED: UDP-glucosyl transferase 73B2-like
XP_018470040.1	PREDICTED: UDP-glycosyltransferase 73B3-like
RID50498.1	hypothetical protein BRARA_H01224
XP_013653475.1	UDP-glycosyltransferase 73B3
KFK30051.1	hypothetical protein AALP_AA7G210600
XP_009108751.1	PREDICTED: UDP-glucosyl transferase 73B2-like
KFK30053.1	hypothetical protein AALP_AA7G210800
OAP10701.1	UGT73B5
RID77500.1	hypothetical protein BRARA_A00408
XP_013656193.1	UDP-glucosyl transferase 73B2-like
XP_013627027.1	PREDICTED: UDP-glycosyltransferase 73B5-like
XP_013627027.1	unnamed protein product
XP_013627701.1	PREDICTED: UDP-glucosyl transferase 73B2-like
XP_010488961.1	PREDICTED: UDP-glycosyltransferase 73B5-like
VDC82459.1	unnamed protein product
XP_013656221.1	UDP-glucosyl transferase 73B2
XP_013656221.1	BnaCnng47330D
RQL78781.1	hypothetical protein DY000_00004719
NP_001189528.1	UDP-glucosyl transferase 73B5
KFK40015.1	hypothetical protein AALP_AA3G318900
XP_010518197.1	PREDICTED: UDP-glycosyltransferase 73B5
XP_010530759.1	PREDICTED: UDP-glucosyl transferase 73B2-like
CDY13143.1	BnaA09g16740D
VDD00141.1	unnamed protein product
NP_179150.3	UDP-glucosyl transferase 73B5
NP_179150.3	RecName: Full=UDP-glycosyltransferase 73B5; AltName: Full=Flavonol 3-O-glucosyltransferase UGT73B5
NP_179150.3	putative glucosyltransferase
NP_179150.3	glycosyltransferase, partial
NP_567954.1	UDP-glucosyltransferase 73B2
NP_567954.1	RecName: Full=UDP-glucosyl transferase 73B2; AltName: Full=Flavonol 7-O-glucosyltransferase; AltName: Full=UDP glucose:flavonoid 7-O-glucosyltransferase
NP_567954.1	putative glucosyltransferase
NP_567954.1	UDP glucose:flavonoid 7-O-glucosyltransferase
XP_013741207.1	UDP-glycosyltransferase 73B5-like
XP_006409549.1	UDP-glycosyltransferase 73B5
XP_006409549.1	hypothetical protein EUTSA_v10022663mg
XP_006297553.1	UDP-glycosyltransferase 73B4
XP_006297553.1	hypothetical protein CARUB_v10013576mg
