At_74F2_S1	NP_181910.1
At_74F2_S1	O22822.1
At_74F2_S1	5U6M_A
At_74F2_S1	5U6M_B
At_74F2_S1	5U6S_A
At_74F2_S1	5U6S_B
At_74F2_S1	AAB64024.1
At_74F2_S1	AAL32561.1
At_74F2_S1	AAM64890.1
At_74F2_S1	AAQ55278.1
At_74F2_S1	ABD66577.1
At_74F2_S1	AEC10331.1
At_74F2_S1	AHL38795.1
At_74F2_S1	OAP07463.1
At_74F2_S1	At_74F2_S1
5U6N_A	5U6N_A
5U6N_A	5U6N_B
5U6N_A	5V2J_A
5U6N_A	5V2J_B
5V2K_A	5V2K_A
5V2K_A	5V2K_B
XP_020883245.1	XP_020883245.1
XP_020883245.1	EFH56329.1
XP_006294206.1	XP_006294206.1
XP_006294206.1	EOA27104.1
XP_019101195.1	XP_019101195.1
XP_010506285.1	XP_010506285.1
XP_010506285.1	XP_010506286.1
AVW82180.1	AVW82180.1
XP_010517962.1	XP_010517962.1
XP_010506284.1	XP_010506284.1
XP_006397555.1	XP_006397555.1
XP_006397555.1	ESQ39008.1
VDD04632.1	VDD04632.1
XP_013744361.1	XP_013744361.1
XP_013744361.1	CDY17908.1
XP_006295749.1	XP_006295749.1
XP_006295749.1	EOA28647.1
XP_013632185.1	XP_013632185.1
XP_013632185.1	XP_013632186.1
AVW82183.1	AVW82183.1
XP_018436586.1	XP_018436586.1
XP_009142974.1	XP_009142974.1
XP_009142974.1	XP_013656010.1
XP_009142974.1	XP_013690683.1
RID61217.1	RID61217.1
VVB03291.1	VVB03291.1
VDC69675.1	VDC69675.1
KFK37203.1	KFK37203.1
XP_013683852.1	XP_013683852.1
XP_013683852.1	CDY65158.1
XP_013630369.1	XP_013630369.1
RQL80009.1	RQL80009.1
VDC90299.1	VDC90299.1
KFK37204.1	KFK37204.1
XP_009133637.1	XP_009133637.1
CDY64614.1	CDY64614.1
VDC80442.1	VDC80442.1
XP_013734745.1	XP_013734745.1
RID70189.1	RID70189.1
RID70189.1	VDC80441.1
AVW82182.1	AVW82182.1
VVB03292.1	VVB03292.1
XP_018456347.1	XP_018456347.1
XP_006397556.1	XP_006397556.1
XP_006397556.1	ESQ39009.1
VDC80443.1	VDC80443.1
CDY64613.1	CDY64613.1
CDY64613.1	RID70193.1
XP_018474924.1	XP_018474924.1
KFK37205.1	KFK37205.1
NP_181912.1	NP_181912.1
NP_181912.1	O22820.1
NP_181912.1	AAB64022.1
NP_181912.1	AEC10333.1
NP_181912.1	AHL38794.1
NP_181912.1	OAP07994.1
XP_009133642.1	XP_009133642.1
NP_973682.1	NP_973682.1
NP_973682.1	AEC10332.1
XP_013623541.1	XP_013623541.1
RQM04224.1	RQM04224.1
XP_006296149.1	XP_006296149.1
XP_006296149.1	EOA29047.1
XP_020883244.1	XP_020883244.1
XP_020883244.1	EFH56330.1
XP_010506287.1	XP_010506287.1
XP_010506287.1	XP_010506288.1
XP_009133636.1	XP_009133636.1
XP_013632296.1	XP_013632296.1
XP_013632296.1	XP_013744342.1
XP_013632296.1	CDY17907.1
XP_013632296.1	VDD04634.1
VDC90301.1	VDC90301.1
XP_010508369.1	XP_010508369.1
VDC90295.1	VDC90295.1
XP_022557928.1	XP_022557928.1
XP_013656008.1	XP_013656008.1
XP_013656008.1	XP_013656009.1
XP_013656008.1	XP_013688467.1
XP_013656008.1	XP_013688468.1
XP_013656008.1	VDC69676.1
XP_009142972.1	XP_009142972.1
XP_009142972.1	XP_009142973.1
RID61218.1	RID61218.1
XP_013683854.1	XP_013683854.1
XP_010517963.1	XP_010517963.1
BAD95102.1	BAD95102.1
CDY44260.1	CDY44260.1
XP_013627641.1	XP_013627641.1
XP_018434677.1	XP_018434677.1
XP_010522253.1	XP_010522253.1
RIA04248.1	RIA04248.1
XP_010524193.1	XP_010524193.1
RQL80010.1	RQL80010.1
CAF04403.1	CAF04403.1
CAF04403.1	CAF04406.1
CAF04403.1	CAF04407.1
CAF04404.1	CAF04404.1
CAF04404.1	CAF04405.1
CAF04375.1	CAF04375.1
CAF04375.1	CAF04376.1
CAF04375.1	CAF04377.1
CAF04375.1	CAF04378.1
CAF04375.1	CAF04381.1
CAF04375.1	CAF04382.1
CAF04375.1	CAF04383.1
CAF04375.1	CAF04384.1
CAF04374.1	CAF04374.1
CAF04379.1	CAF04379.1
CAF04373.1	CAF04373.1
CAF04402.1	CAF04402.1
CAF04400.1	CAF04400.1
CAF04385.1	CAF04385.1
CAF04385.1	CAF04401.1
CAF04386.1	CAF04386.1
CAF04399.1	CAF04399.1
CAF04387.1	CAF04387.1
CAF04387.1	CAF04388.1
CAF04387.1	CAF04390.1
CAF04389.1	CAF04389.1
CAF04389.1	CAF04398.1
CAF04391.1	CAF04391.1
CAF04391.1	CAF04393.1
CAF04397.1	CAF04397.1
CAF04380.1	CAF04380.1
KAE8022710.1	KAE8022710.1
XP_023876916.1	XP_023876916.1
KAB1218162.1	KAB1218162.1
XP_031264643.1	XP_031264643.1
XP_031264643.1	XP_031286207.1
XP_030937227.1	XP_030937227.1
XP_023928676.1	XP_023928676.1
XP_018833373.1	XP_018833373.1
RQM02890.1	RQM02890.1
XP_030938356.1	XP_030938356.1
XP_030951261.1	XP_030951261.1
XP_030938357.1	XP_030938357.1
XP_018851350.1	XP_018851350.1
XP_030951262.1	XP_030951262.1
XP_030463107.1	XP_030463107.1
XP_006351615.1	XP_006351615.1
XP_010069228.1	XP_010069228.1
XP_010069228.1	KCW57506.1
XP_023928679.1	XP_023928679.1
XP_030938358.1	XP_030938358.1
TMW95287.1	TMW95287.1
XP_021904688.1	XP_021904688.1
XP_030938171.1	XP_030938171.1
XP_030951265.1	XP_030951265.1
GAY63363.1	GAY63363.1
XP_015085132.1	XP_015085132.1
XP_023928678.1	XP_023928678.1
XP_030536448.1	XP_030536448.1
XP_006442123.1	XP_006442123.1
XP_006442123.1	ESR55363.1
XP_022849186.1	XP_022849186.1
XP_004245060.1	XP_004245060.1
XP_007033645.2	XP_007033645.2
XP_028082424.1	XP_028082424.1
EOY04571.1	EOY04571.1
XP_015581232.1	XP_015581232.1
XP_022849187.1	XP_022849187.1
XP_022722111.1	XP_022722111.1
XP_006478555.1	XP_006478555.1
OMO71247.1	OMO71247.1
XP_006478556.1	XP_006478556.1
XP_021290843.1	XP_021290843.1
XP_018505131.1	XP_018505131.1
XP_024954039.1	XP_024954039.1
PON46704.1	PON46704.1
XP_021611793.1	XP_021611793.1
XP_021611793.1	OAY50251.1
TQD80203.1	TQD80203.1
PON50570.1	PON50570.1
XP_028963994.1	XP_028963994.1
RXI05535.1	RXI05535.1
PSS32820.1	PSS32820.1
XP_031383819.1	XP_031383819.1
XP_031383819.1	OWM67868.1
XP_031383819.1	PKI78100.1
XP_009366234.1	XP_009366234.1
XP_009366234.1	XP_018505130.1
XP_021645157.1	XP_021645157.1
XP_021617765.1	XP_021617765.1
XP_021617765.1	OAY59257.1
GAV67133.1	GAV67133.1
KAA8527228.1	KAA8527228.1
XP_021645139.1	XP_021645139.1
XP_016581170.1	XP_016581170.1
AKA44587.1	AKA44587.1
BAV35239.1	BAV35239.1
XP_021611672.1	XP_021611672.1
XP_021611672.1	OAY50252.1
OleD_S2	WP_063854495.1
OleD_S2	4M83_A
OleD_S2	4M83_B
OleD_S2	ABA42119.2
OleD_S2	OleD_S2
2IYF_A	2IYF_A
2IYF_A	2IYF_B
Q53685.1	Q53685.1
Q53685.1	CAA80301.1
WP_037700741.1	WP_037700741.1
WP_037654753.1	WP_037654753.1
WP_073897341.1	WP_073897341.1
WP_073897341.1	OKJ79908.1
WP_123440085.1	WP_123440085.1
WP_123440085.1	ROP46321.1
WP_093697861.1	WP_093697861.1
WP_093697861.1	SED93733.1
WP_100828882.1	WP_100828882.1
WP_100828882.1	PKB39318.1
WP_037855610.1	WP_037855610.1
WP_142231438.1	WP_142231438.1
WP_142231438.1	QDI68274.1
CUW31969.1	CUW31969.1
WP_014675723.1	WP_014675723.1
WP_014675723.1	AEY92438.1
WP_014675723.1	AGF66593.1
OYP14611.1	OYP14611.1
WP_093473816.1	WP_093473816.1
WP_093473816.1	SEB97438.1
WP_093473816.1	PKW10756.1
WP_142192331.1	WP_142192331.1
WP_059261943.1	WP_059261943.1
WP_059261943.1	KUN31454.1
AKN72238.1	AKN72238.1
WP_086703595.1	WP_086703595.1
WP_059253618.1	WP_059253618.1
WP_031172082.1	WP_031172082.1
WP_132783149.1	WP_132783149.1
WP_132783149.1	TCN71743.1
SOD81381.1	SOD81381.1
SOD81381.1	PKV60167.1
SOD81381.1	REF54364.1
WP_058082433.1	WP_058082433.1
WP_058082433.1	ALO96971.1
WP_103811635.1	WP_103811635.1
WP_103811635.1	POX63279.1
OXY91582.1	OXY91582.1
PKV40621.1	PKV40621.1
WP_069778076.1	WP_069778076.1
WP_069778076.1	AOR31431.1
WP_053635113.1	WP_053635113.1
WP_053635113.1	KOV33642.1
WP_031224577.1	WP_031224577.1
WP_030828367.1	WP_030828367.1
WP_030828367.1	KOT41312.1
WP_037812774.1	WP_037812774.1
WP_076090820.1	WP_076090820.1
WP_076090820.1	OLZ67579.1
WP_097257138.1	WP_097257138.1
WP_111002173.1	WP_111002173.1
WP_111002173.1	PZH16762.1
WP_093720566.1	WP_093720566.1
WP_093720566.1	SBT90903.1
WP_094220039.1	WP_094220039.1
WP_101376146.1	WP_101376146.1
WP_067302689.1	WP_067302689.1
WP_067302689.1	ANP50265.1
WP_053708632.1	WP_053708632.1
WP_053708632.1	KOX02969.1
WP_143630669.1	WP_143630669.1
WP_143630669.1	GEJ99915.1
WP_055708433.1	WP_055708433.1
WP_055708433.1	TQK95771.1
WP_031093103.1	WP_031093103.1
WP_031093103.1	KOV83632.1
WP_116145595.1	WP_116145595.1
WP_116145595.1	RED68183.1
WP_116145595.1	RIA24440.1
WP_116145595.1	RKR56498.1
WP_030984863.1	WP_030984863.1
WP_030645857.1	WP_030645857.1
WP_030645857.1	KMS85944.1
WP_030645857.1	KOG68952.1
WP_112467076.1	WP_112467076.1
WP_121547770.1	WP_121547770.1
WP_121547770.1	AYL38563.1
WP_109541757.1	WP_109541757.1
WP_109541757.1	PWJ03714.1
WP_095937292.1	WP_095937292.1
WP_095937292.1	PBC60506.1
WP_039830831.1	WP_039830831.1
WP_039830831.1	QEU88365.1
WP_097270228.1	WP_097270228.1
